,username,followers_count,following_count,user_tweet_count,listed_count,description,user_id
1928,3rdsource_,6882,7977,47422,206,Air born. Stop manufactured history and news. An eclipse of a fictional reality. Innovation,97300546
1930,infoblind,129,563,60835,0,there are no churches by the sea,261885239
1931,AwsHenry,761,1812,24230,15,"Climate crisis, energy and building science/#passivhaus. 
And Covid.",729844020671856642
1933,JamesP416,77,259,491,4,,50920947
1934,XXXxXXxXXX2021,228,738,6438,1,I'm A life long Patriot and God Fearing American.,1129777008957939713
1935,IMHOjustsaying,79,227,17809,0,,3116665937
1939,ldwclarke,94,241,18212,0,"#defendthenorth, kloppite, #thereds,
-Before you diagnose yourself with depression or low self-esteem, first make sure you're not surrounded by assholes",500904784
1940,Lytzki,512,768,27014,1,"idealist/cynic, cares about #BCed, eclectic interests.

Do not add me to lists.",44055538
1941,Kitkat64582131,539,1670,47315,1,"Masks are not political.
How privileged is you life where wearing a mask is the most oppressed you’ve ever felt
🚫DM 
Cartoon by Clay Bennett @BennettCartoons",1313258964931366913
1942,Tombfyre,2536,262,81138,0,"Gargantuan bubbly dragon friend. (39, Otherkin, Ace but Horny, He/Him) Owner / Creator of Fyreworks Inc! Mixed NSFW content. 18+ only!",93904750
1944,youngdianna,647,2238,9102,5,Concerned 🇨🇦 mama who trusts public healthcare and education. #CovidIsAirborne #FreeTheRATS #BetterVentilation #SaferSchools #3DosesNow,15933930
1946,Starbright489,168,3055,29757,1,"#OnePersonOneVote #WeAreAllOnTrial: PA constituent, BFA painting/educ, illustrator, sailor. *Time for majority rule #ElectionReform. RT not endorsement",1154952166815281157
1947,DanRather,2367783,1022,21165,8466,"Journalist, storyteller, lifelong reader. Texan by birth and by choice. Author of STEADY https://t.co/X9tSkEFrIv and WHAT UNITES US #WhatUnitesUs",36711022
1948,ToonTemple,428,1046,653,9,"Cartoonist. As seen in The Phoenix Magazine, The Critic, Weekly Humorist, Two Fifty One, Oxford University Press, Hachette Livre. https://t.co/cDK2mhltN0",2738457643
1949,AndreasLefteris,137,235,1163,3,"ad creative, copywriter, comedian",194561955
1953,Tintie4,3303,2235,415422,132,"words to live by: “If your mind dislike anything, obey it.”Horatio to Hamlet.",2307667986
1955,DirkWaren,3375,3729,31410,18,"Director of Fountain of Life and author of several books, which you can find here: https://t.co/Q6szpB4oVT 
#MAGA #TrumpWon
Retweets ≠ endorsement",963675092
1956,StinnettLena,593,1040,915,0,Not Brainwashed. Freedom Fighter. Dog Lover. Pronouns are stupid. 2A! the government is not God! Stop this nonsense and wake up!,1430616331251077120
1957,albi2103,2599,4986,375893,62,"#antiApartheidSanitaire #FreeJulianAssange #InsoumisparNature Ils pourront couper toutes les fleurs , ils n'empêcheront pas la venue du printemps - Pablo Neruda",145058470
1958,WakehamNick,490,604,7040,13,"A speaker of nonsense; a deliverer of twaddle and flimflam. 
Newfoundlander in Toronto, and Business Development for @getscripto",298543550
1959,Brian71640515,121,228,26233,1,"Best quotes “Oscar, we’re out of Corn Flakes. -F.U.” -The Odd Couple. & “Vanitas vanitatum, et omnia vanitas.”",1362787152711610369
1961,LexyCameron,1419,3219,76652,22,"Progressive, concerned human, glad to be Canadian. Survived the pandemic (so far). TY to science for keeping me alive! A pox on anti-vaxxers & conspiracy nobs.",107169602
1967,Tikisrose,601,392,214100,24,,286499066
1968,CndnNYGiantsFan,631,778,5120,12,#NYGiants  IM GONNA MAKE YOU SOME BBQ YOU CANT REFUSE #BBQPitMaster #KamadoJoe  #TraegerGrills #WeberSummit #LaPiazzaWoodOvens #Kickboxer,88259287
1969,refreshthe1tree,438,1087,3340,6,"God, Family, Country. I’ll die for them.",1306269025023012865
1970,Ken34205423,1111,4661,83533,0,Fully vaccinated.  I'm doing my part in protecting others aswell as myself. Hope others will do the same . Had my booster Moderna today .,1360345646826483717
1971,1964Vhs,950,959,1922,1,We have reached the point of no return...we must stand up and be counted...,1436511779819966467
1972,__CatAgendA210G,142,476,4972,11,"#LastApostle
   #FreeAssange
#FreeRoss
#EndTheFed
#Agenda21
#Anon
 #HONKHONK 

#GATTACA #CBDC

#Bitcoin #crypto",76983312
1973,cdutson,757,616,56393,60,"He/Him/they.  Web dev, proud (internet) dad, videogames when possible. Avatar by @ross_gerson BLM, ACAB, Trans Rights are Human Rights",9268602
1974,guitarlo,640,823,6026,15,"Author non-fiction books, music publisher, expat, cultural ambassador
https://t.co/36ogvAy66P…",13729462
1975,Wiskijack,97,401,1650,0,Upstream thinking. #TheSystemIsTheScandal,2588653051
1976,SamvgWr,2148,3716,50656,37,"For democracy to serve the public good, citizens must first prevent the domination of public policy-making by corporate special interests.

Lifelong ABn",80442315
1979,MeemawMcAllist1,267,1041,8591,0,Refugee from Saskatchewan who resettled in Vancouver 40 years ago. Card carrying member of the most hated generation. Atheist. She/her.,1366509766864900098
1980,spiderzjay,3494,3113,297068,185,"Activist Radical protester
 #BLM #FREEPALESTINE #MMIW",1589383064
1981,DaveGrit,1893,915,20130,43,The quality of your thoughts. Positive agitator-You need grit to make a pearl.Antivaxxers jog on. Love every day. I❤️the human race.I’m a human being 🛑 🙏,131263544
1983,starduster360,402,374,24671,27,"Ready for representation. Follow for STEAM (acting, music, theatre, TV, nerdy science, language/lit, SciComm, art hist), human rights, & my home club FC Bayern.",88036806
1984,amatthewsvoice,589,679,4951,15,"Voice, Speech, and Text...onstage, online, and in life. She/her.",256845683
1985,FlangerOfTowels,787,3566,10841,3,I am the Towel that Flanges.,1145735905929396224
1987,Bytowngal,2485,3956,52463,4,I love Canada. Vaxxed and boosted. Try to be kind to people; you never know what struggles they are facing.,31583774
1988,janehalldesign,819,1798,20361,20,I provide interior design services and sell from my Etsy store and more. In my spare time I fight for change in the world,101281517
1989,CanadianChickie,89,246,346,0,"🇨🇦 School secretary & Farmer, BLM & LGTQ+ ally. Human rights, Kindness & equality ♥️You are free #AntiBully #Vaccinated She/her",1484204689998577673
1990,karen_c_wilson,4494,1289,52278,252,I think things and tweet them sometimes.,15687098
1991,waywordwayside,177,219,1391,1,"Writer, Facilitator, Labyrinth Enthusiast, and Dog Lover",107162536
1992,Brucekoalaandco,191,469,2794,14,"Food, wine and culture from an urban koalas perspective 🍴🍷🎭🐨 Melbourne, Australia",755903325497798657
1995,soggy_bagelz,47,116,6054,1,All broy,917054391391309826
1996,marc65137412,203,350,47656,1,,1221488649662955520
1997,SavouryTooth,317,541,8194,37,Food - yoga - MiniMe/MiniHe - reality tv - YOW - #SMCoP. Opinions expressed here are my own and not those of my employer(s).,613537643
1998,beth_b77,237,807,2736,0,"Truth seeker. Critical Thinker.
Hold on... Let me over think this.  
I prefer to get my news from the silenced and censored.",3783309329
2002,whysofrosty1,892,1567,38995,5,"Sports, sports, sports...",610279363
2003,kaka03214267,346,1106,10236,4,"This account i will not give a shit ....i'll be gone quickly...
Active since 2018...
MEGA MAGA 
Hold the line ,never give up!",1477251120774979589
2005,Liberal151,9751,9972,38787,5,🏳️‍🌈 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇪🇺 #vaccinated #GTTO #FBPE #Resist #bluewave 🌊  Labour voter 🌹  #toryhater. Voted Remain. Atheist. No DM's. Vaxxed & boosted 💉,1324488980285530114
2008,b4one,710,2253,24830,36,A hopeful but concerned Canadian.,16594918
2009,ThomaidisC,127,102,251,0,"Phys Ed teacher, basketball coach, father and golfer. Passionate supporter of the Leafs, Dolphins, Raptors and Team Canada basketball.",838842300
2010,brotherdave6,1768,2396,23885,0,Living in a world gone CRAZY,1116586609955098635
2011,Helenspicer15,3122,5001,23648,1,"#takebackbritain will never vote Tory, lover of animals and being kind #covidisnotover! ❤️ #rejoinEU 💙",1425368203996372994
2012,JSiculli,722,412,79360,7,"Strong progressive.

Computer expert. Math expert. Politics expert. Electronics expert. Programming expert.",1303704709123969024
2013,GeorgieHristov,10752,10695,9403,6,"Back to Twitter. Still anti Brexit. Anti Tory. EU rejoiner. Astrophysics, maths, music lover, bookworm, Europhile 🇧🇬🇬🇧🇪🇺🇺🇸🇪🇸🇩🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿",1330761364873359360
2014,TheJasonPugh,4851,3655,71504,93,"#Canada #Lgbtq2 

Official head of ""#TruAnon's"" Party Planning Committee.

Conservatives block me b/c I don't invite them to our parties.",457136882
2016,SuperSuperNana,127,168,29869,0,,1295041264220540929
2019,vicepairings,4,148,59,0,,1422312456290963460
2020,KellieJ03005616,253,195,15726,4,,1240391957471547392
2022,SMCSpencer,341,421,6130,20,It's all about Entertainment,84129205
2024,queenmkb,585,1218,41620,33,"Earthling in search of truth and will share when wisdom is found, music is the universal language, dancing is freedom! Habs fan.",268768107
2025,Ciocia,2769,4753,363311,596,saucy pedantic wretch at Steam Pipe Trunk Distribution Venue (avi credit: @LeslieMac t-shirts at @InterracialJawn),17235735
2028,DonnaGillis,4573,4954,167356,121,"""If conservatives become convinced that they cannot win democratically, they will not abandon conservatism. They will reject democracy.” /David Frum",20917723
2029,TolerantParadox,813,1462,18488,2,Intersectional Feminist w/Disabilities; She/Her; LGBTQ2S+; U of S Alumna; Neurodiverse; Democratic Socialist; Views expressed are my own. #BetterOffWithRachel,741675176
2030,safetyguy1956,76,134,20952,1,,820402654429986816
2031,djokajev,0,17,4189,0,,1339709715425579008
2032,LHfreedomfightr,976,1478,3247,10,"🗣 Silence is Complicity 
🏹 The Archer
🐶 $Doge 

📬 DMs closed",1418145882151653380
2035,suzshih,58,285,261,0,"Rocker chick, cynophilist, O=H.
Positive Out=Positive In",188034865
2039,wulfsethen,2083,3084,180578,7,"Came for the cats, stayed for the political ranting. Mom to Spencer.",1026877875301937153
2042,PolishchukVlady,761,2866,277865,41,https://t.co/6salJew5Qa; https://t.co/qvuE77GFAR  RT not always endorsement,1861357464
2043,zbruch_66,252,568,23403,9,"і вдень і в ніч там вчений кіт
все ходить ланцюга навколо.
...
Україну - в НАТО; ботоксний, випий отруту зі своєі лабораторії.",130440512
2044,susiedragonfly,748,1263,3945,38,"Lover of life, laughs, family, friends, healthy lifestyle & leg warmers #yogateacher #metis #graphicdesign #artsy",94474966
2048,light_and_lit,353,824,48469,27,"Okanagan, BC, CANADA  #cheers #Virgo #9",476484031
2049,Jezabella9,120,670,6826,0,,1511979427
2050,LadyChelseaofVA,38,257,4041,2,"She/Her

Bisexual, cis-gen, leftist, cynical, writer, ao3 fanfic writer",1609690304
2051,BadCOVID19Takes,128628,597,7175,707,Stunningly bad COVID-19 takes. Inspired by @BadLegalTakes. DM or @ me. FAQ: https://t.co/pfQMZ0pQG7,1244083799274766342
2052,MaDaMDASH1,620,2539,14780,10,Blastin off at the speed of lazertits,1332828476
2053,wildeyedprophet,281,577,9029,0,"Politics, philosophy, theology, books, tech, culture, history. Socialist and Christian. Living uncomfortably in SK. Anonymous because of my job.",290780760
2054,Welshy54,417,430,5314,14,Former Columnist Canberra City / Frm News Editor TBS Boomers The Big Smoke Instagram smug_shot FB mikewelshphotography,316403204
2056,BeauteNCo,92,80,1948,1,"NHS Worker fighting for every NHS member's JOB & HUMAN RIGHTS 🏥
Mother 👨‍👩‍👦
Wife 💍
Activist for the TRUTH ✊ Please 💜 and/or retweet to help 🙂 Pro Choice",27940020
2057,IncitedUs,254,1122,584,2,,1486220482416418818
2058,yer_conscience,98,938,10175,7,HOLD THE LINE! BREAKER BREAKER! BOOTS ON THE GROUND!,2912261778
2060,Linda11119465,88,1284,469,0,Creative and loves cakes,1223440073330429952
2061,Melhathnofury,952,934,55773,11,HK-Canadian. Educator. Activist. Researcher. Writer. | Project Canary Org |,212878119
2063,ForAnimals1313,494,98,95735,9,"This page is dedicated to spreading awareness about causes I'm passionate about, especially ending the dog meat trade.",734948229217984512
2066,anthony_d75,84,1447,2560,0,21 | #FreedomOverFear #fringeminority😁❤️,920794424774447105
2067,bestkareyever,50,108,251,0,"B.A., M.A., J.D.  métis defence lawyer.",727907732167086080
2068,AuthorwAttitude,259,435,18066,2,Going wherever inspiration leads...,992477660
2069,Leona39385834,964,1420,24435,0,"Grateful Canadian 
mostly on here because of my adoration for Pete Buttigieg. 
#TeamPete",1235985277002248194
2070,Juicytubesmile,35,829,808,0,Probably streaming something somewhere #adoptYourDogDontBuy #RACE https://t.co/hnyt6YEcpG,1451332118848622596
2071,junee_swift,17,87,577,0,i mostly talk about animal crossing and Taylor Swift on here • 23 • she/her • 18+ •,1355677247051427841
2072,M_S_Fricker,7731,7628,202747,48,"Married D&D GM & writer. Called into Church of Jesus Christ of LDS by the Holy Spirit to correct, teach & call #Christians to repent. 😷 #UBI #Crohns 🚫 DMs",488101851
2073,opinionated75,3939,4988,144203,0,Just hanging out with my pen-pals. Progressive because regressive isn’t healthy. Bring on the debates and keep the come-ons to yourself.,147864014
2074,HodgySpeaks,2398,2427,33034,18,"@WHLonA51 on @Area51SportsNet
(Kamloops Blazers + Prince George Cougars)",259138857
2075,keddieff,2525,2651,62150,49,"New Democrats are progressive Canadians who believe we can build an even better country...that’s more prosperous, sustainable, & where no one is left behind",1196233544
2076,MT_Ahmed_,330,523,57962,7,,1719914058
2077,NgmailSg,143,144,4048,1,"Live big, live brave, be true. Never hold back on the joy and the love. And follow Mr. Hanyu. 🤗  
Borahae 💜💜💜.

Proud fan of Korea's pride, BTS.",1007669633246269440
2078,RicksArentDicks,37,315,742,0,"The council of Rick's is the association of Rick's and all that is Rick.

#AllRicksArentDicks",1433905926390550528
2079,nolifeneet,2284,1654,26657,19,"Interested in global struggles from and within ""Canada."" It's a three-way fight.",3326371211
2081,jccordero28,1283,4915,279867,16,"Journalist, Editor-in-chief, Music and TV Executive Producer, Multimedia creator and developer, based in Toronto, Canada",92984487
2083,BeazleyTaylah,0,0,4,0,,1416005707514617861
2086,BornThisWay1966,457,816,47158,8,"Wife, Mom, double vaxed, huge fan of British TV or anything British , F1 🏎 , Canwarn spotter, animal & nature lover 🦋 ErinOTrump supporters🚫 #VoteFordOut2022",1344052376
2087,fordnation,569670,2492,8766,1283,Premier of Ontario • Leader of the @OntarioPCParty • For The People,2809959174
2091,alwaysnpocket,1426,1497,153239,0,"Solo Mom | #PTSD Warrior | Human Rights Defender | Passionate | Unconventional 
🌱🌿#BLM #90DayFiance",1539751926
2093,Carol105Baker,7629,6201,19387,5,Don’t think that if you comply everything will be okay. You have to stand up for your rights. Say no to coercion and speak your truth!,390660194
2094,GeorgeRamsay366,1391,1827,33147,12,"Born in the US, living life here in Grande Prairie AB, with my family. Working on cars. Writing, smoking, loving the music I listen to. Stay out my DM please.",702129180230569985
2095,LairdOverbrook,427,678,161600,2,,874257421
2096,NatWittee,1386,2163,80530,6,"BIDEN WON. orange imbecile LOST BY A LANDSLIDE. GET. OVER. IT. #BidenDelivers
Disinformation and idiocy will destroy democracy unless we fight them.",1351868743547187203
2098,AmadeaDance,20,65,1017,1,,1487258075064979456
2100,WVwontWait,276,749,8266,1,"Under no pretext should arms and ammunition be surrendered; any attempt to disarm the workers must be frustrated, by force if necessary. (He/Him)",1256288294301847552
